lei,lender_name,source_year,source,status
549300HLPEQ31HY26E57,Hometown Bank,2023,Official HMDA Data Browser filers API,matched
549300HMKAPEK7YMHY76,"PLANET MANAGEMENT GROUP, LLC",2025,Official HMDA Data Browser filers API,matched
549300HMP6CQXPB0L958,GULF COAST FEDERAL CREDIT UNION,2025,Official HMDA Data Browser filers API,matched
549300HN58ONH5KNJJ12,"THOMPSON KANE & COMPANY, INC",2025,Official HMDA Data Browser filers API,matched
549300HNJRM4GVCEUP46,FOOTHILL FEDERAL CREDIT UNION,2025,Official HMDA Data Browser filers API,matched
549300HNL0XN9S0MZM92,EQUITY NOW INC.,2024,Official HMDA Data Browser filers API,matched
549300HNMUG8WS7JLL28,The Citizens National Bank of Bluffton,2024,Official HMDA Data Browser filers API,matched
549300HO5ZZCX2Z8V467,FIVEPOINT CREDIT UNION,2025,Official HMDA Data Browser filers API,matched
549300HOJG1DA7FIZ225,"LRS FINANCIAL NETWORK, INC.",2025,Official HMDA Data Browser filers API,matched
549300HPQK71BCBQVT93,HUGHES FEDERAL CREDIT UNION,2025,Official HMDA Data Browser filers API,matched
549300HQ25HXXXOWJ140,KELLY COMMUNITY FEDERAL CREDIT UNION,2025,Official HMDA Data Browser filers API,matched
549300HQL7U3JZ4LCJ17,"MORTGAGE MARKETS CUSO, LLC",2025,Official HMDA Data Browser filers API,matched
549300HQW3FSOL75WC88,First County Bank,2025,Official HMDA Data Browser filers API,matched
549300HR2TLJ7IGFMV18,Blue Grass Savings Bank,2025,Official HMDA Data Browser filers API,matched
549300HRKD2IJSOPRA57,"CCG Fund 1, LLC",2025,Official HMDA Data Browser filers API,matched
549300HRLROF7PLJ6735,CLEAREDGE LENDING LLC,2025,Official HMDA Data Browser filers API,matched
549300HS110NTZNI7U69,"SECURITY AMERICA MORTGAGE, INC.",2023,Official HMDA Data Browser filers API,matched
549300HS714PZ0BMPN11,CYPRUS Federal Credit Union,2025,Official HMDA Data Browser filers API,matched
549300HSB39FXRFMW540,"RUHL MORTGAGE, LLC",2025,Official HMDA Data Browser filers API,matched
549300HSEF434P70U240,The Kansas State Bank,2023,Official HMDA Data Browser filers API,matched
549300HTK2JOGRTAIO10,The ONE Federal Credit Union,2024,Official HMDA Data Browser filers API,matched
549300HTMO7FGRKRLV06,"CLIFFCO, INC.",2025,Official HMDA Data Browser filers API,matched
549300HTRLFU2IIL4380,"UNITED BUILT HOMES, L.L.C.",2025,Official HMDA Data Browser filers API,matched
549300HTZK86GTZ3J496,Bank of Wolcott,2025,Official HMDA Data Browser filers API,matched
549300HUJ6V0QTROHW53,First Freedom Bank,2023,Official HMDA Data Browser filers API,matched
549300HV02VPA0FYR272,"American Liberty Mortgage, Incorporated",2025,Official HMDA Data Browser filers API,matched
549300HVFLWKU7133506,PREMIER AMERICA,2025,Official HMDA Data Browser filers API,matched
549300HVPIN7YD1REF28,People's Bank of Commerce,2023,Official HMDA Data Browser filers API,matched
549300HVUN4WJ2BRSZ39,"TEXAS REPUBLIC BANK, NATIONAL ASSOCIATION",2025,Official HMDA Data Browser filers API,matched
549300HVW3AI97UKTO72,Wings Financial Credit Union,2025,Official HMDA Data Browser filers API,matched
549300HW662MN1WU8550,"UNITED SHORE FINANCIAL SERVICES, LLC",2025,Official HMDA Data Browser filers API,matched
549300HWDY3N8UVJO697,"Sunrise Banks, National Association",2024,Official HMDA Data Browser filers API,matched
549300HWFLUA8V78OT27,The Peoples Community Bank,2024,Official HMDA Data Browser filers API,matched
549300HWQV4ZV6WMCK88,AMERICAN SOUTHWEST,2024,Official HMDA Data Browser filers API,matched
549300HX04TQZO5URB98,Peach State Bank & Trust,2025,Official HMDA Data Browser filers API,matched
549300HXQLIV5UBQEF05,Community Partners Savings Bank,2025,Official HMDA Data Browser filers API,matched
549300HYHFCULSUBAE54,FIRST WORLD MORTGAGE CORPORATION,2025,Official HMDA Data Browser filers API,matched
549300HZMPZC336WP721,The Bank of New Glarus,2025,Official HMDA Data Browser filers API,matched
549300I0HE5X0T5OI648,CALIFORNIA CREDIT UNION,2025,Official HMDA Data Browser filers API,matched
549300I0ICF6REKHOC74,"DIRECT MORTGAGE LOANS, LLC",2025,Official HMDA Data Browser filers API,matched
549300I0JGZE27J13Z50,NEIGHBORHOOD,2025,Official HMDA Data Browser filers API,matched
549300I0X310UO0GSO83,"American Commerce Bank, National Association",2023,Official HMDA Data Browser filers API,matched
549300I1HK1BBZLKOB84,ADVANCIAL CREDIT UNION,2025,Official HMDA Data Browser filers API,matched
549300I23OUVH341T124,"Horizon Bank, SSB",2023,Official HMDA Data Browser filers API,matched
549300I316H4TE334G62,"Homesale Mortgage, LLC",2025,Official HMDA Data Browser filers API,matched
549300I3HDJ5QJNFPZ87,AMERICAN FINANCE HOUSE LARIBA,2025,Official HMDA Data Browser filers API,matched
549300I3LFY4G7F9CE90,CPM Federal Credit Union,2025,Official HMDA Data Browser filers API,matched
549300I3SDXHG6BUD309,CAPITOL CREDIT UNION,2025,Official HMDA Data Browser filers API,matched
549300I43FC7P0IJMR13,"LOANLEADERS OF AMERICA, INC.",2025,Official HMDA Data Browser filers API,matched
549300I4IUWMEMGLST06,"Cypress Bank, SSB",2025,Official HMDA Data Browser filers API,matched
549300I58H1B8G6KOY91,Traditions First Bank,2025,Official HMDA Data Browser filers API,matched
549300I67S0IYUQWFJ07,NEIGHBORS Credit Union,2025,Official HMDA Data Browser filers API,matched
549300I6BXTT1NLNPE10,CLB The Community Bank,2023,Official HMDA Data Browser filers API,matched
549300I72FXKCNGRQC43,HomeBank Texas,2025,Official HMDA Data Browser filers API,matched
549300I7G0WB7Z0BCX80,FIRST EAGLE,2025,Official HMDA Data Browser filers API,matched
549300I7M2M0Q6LCLA63,TEXAS DOW EMPLOYEES CREDIT UNION,2025,Official HMDA Data Browser filers API,matched
549300I7SKMG274G2Y20,GARDEN SAVINGS FEDERAL CREDIT UNION,2025,Official HMDA Data Browser filers API,matched
549300I8D8TQDQWQAO82,FAMILIES AND SCHOOLS TOGETHER FEDERAL CREDIT UNION,2025,Official HMDA Data Browser filers API,matched
549300I8GW9QHQO63J05,"Peoples Bank of Kentucky, Inc.",2025,Official HMDA Data Browser filers API,matched
549300I8I7EBXHMYYW54,RIVERFRONT FEDERAL CREDIT UNION,2025,Official HMDA Data Browser filers API,matched
549300IBHFWCA2THLC52,Tower Community Bank,2025,Official HMDA Data Browser filers API,matched
549300IBT3SCF2K09D58,"CBRE MULTIFAMILY CAPITAL, INC.",2025,Official HMDA Data Browser filers API,matched
549300IC1SF2RZ8ROR54,First Liberty Bank,2025,Official HMDA Data Browser filers API,matched
549300ID4RCRD8BXYH30,"ResMac, Inc.",2025,Official HMDA Data Browser filers API,matched
549300IDUXOP6HUDV878,North American Banking Company,2024,Official HMDA Data Browser filers API,matched
549300IEIM2IT5YK4368,First Community Bank,2025,Official HMDA Data Browser filers API,matched
549300IFAGUDY5MUY541,AIM Credit Union,2025,Official HMDA Data Browser filers API,matched
549300IFOE4SCP384147,University Bank,2025,Official HMDA Data Browser filers API,matched
549300IFU5D50EZHEU18,Louisiana National Bank,2025,Official HMDA Data Browser filers API,matched
549300IH3DF6NS2IYJ30,FIRST SERVICE Credit Union,2025,Official HMDA Data Browser filers API,matched
549300IHBKY3L5OIDT39,"Planters Bank, Inc.",2025,Official HMDA Data Browser filers API,matched
549300II7Y8V2KY9TM28,"Home Bank, National Association",2025,Official HMDA Data Browser filers API,matched
549300III1DMY3SLAW56,Countybank,2025,Official HMDA Data Browser filers API,matched
549300IIYO1S63GOQ040,"PCMA, INC.",2023,Official HMDA Data Browser filers API,matched
549300IJ5M3CD2DPIX47,American National Bank of Minnesota,2025,Official HMDA Data Browser filers API,matched
549300IJ8KTGYPKLXK63,COMMUNITY MORTGAGE CORPORATION,2025,Official HMDA Data Browser filers API,matched
549300IJB00VM6H8PP97,American Momentum Bank,2025,Official HMDA Data Browser filers API,matched
549300IJI189UIQW0294,NEXTMARK,2024,Official HMDA Data Browser filers API,matched
549300IJO7NO6VDZPD35,"THE MORTGAGE LINK, INC.",2025,Official HMDA Data Browser filers API,matched
549300IKNQI45EOJU155,"Capital City Home Loans, LLC",2025,Official HMDA Data Browser filers API,matched
549300IKS3MMB5YK6T18,KINECTA,2025,Official HMDA Data Browser filers API,matched
549300IL0IHBRVBZKO13,Marquette Savings Bank,2024,Official HMDA Data Browser filers API,matched
549300IL3HLQ2SW5VN73,"ASSOCIATED MORTGAGE BANKERS, INC.",2025,Official HMDA Data Browser filers API,matched
549300ILIUB22RTQKQ27,"BKCO MORTGAGE, LLC",2023,Official HMDA Data Browser filers API,matched
549300INFJ8TYNZ1G568,"Charles Schwab Bank, SSB",2025,Official HMDA Data Browser filers API,matched
549300INKSPQCTELMO58,Granite Bank,2025,Official HMDA Data Browser filers API,matched
549300IOM384RW3HWE57,Five Star Credit Union,2025,Official HMDA Data Browser filers API,matched
549300IOVF643QHIZ598,"Auto Club Trust, FSB",2023,Official HMDA Data Browser filers API,matched
549300IPUHFA5O769M51,"Vellum Mortgage, Inc.",2025,Official HMDA Data Browser filers API,matched
549300IQ5NY7CSJLZW53,First Bank & Trust,2025,Official HMDA Data Browser filers API,matched
549300IQVXIW1VTW0D69,Citizens First Bank,2025,Official HMDA Data Browser filers API,matched
549300IRQPG1Q6VZ8Y58,Lone Star National Bank,2025,Official HMDA Data Browser filers API,matched
549300IRRKG7NTX2YD83,Citizens Bank and Trust,2025,Official HMDA Data Browser filers API,matched
549300IRXW9RSZM2B951,Evolve Bank & Trust,2025,Official HMDA Data Browser filers API,matched
549300IS603VHWV5ZJ45,SUN COMMUNITY FEDERAL CREDIT UNION,2025,Official HMDA Data Browser filers API,matched
549300ISCZS1R0CJMO47,"Premia Mortgage, LLC DBA Premia Relocation Mortgage",2025,Official HMDA Data Browser filers API,matched
549300IUGPU6Q7414X38,Murphy Bank,2025,Official HMDA Data Browser filers API,matched
549300IUMIMR7KEN9Z07,Elizabethton Federal Savings Bank,2024,Official HMDA Data Browser filers API,matched
549300IV3BQZRSE82O16,GECU,2025,Official HMDA Data Browser filers API,matched
549300IVOJIAJUT2E435,"FC LENDING, LTD.",2024,Official HMDA Data Browser filers API,matched
549300IVS7RAU1H3GS10,UBank,2025,Official HMDA Data Browser filers API,matched
549300IVURCTJ6QVMD67,First Financial Bank,2025,Official HMDA Data Browser filers API,matched
549300IWE0Y507LPF493,MORTGAGE 1 INCORPORATED,2025,Official HMDA Data Browser filers API,matched
549300IWSSP83SNIPE63,PATRIOT,2025,Official HMDA Data Browser filers API,matched
549300IX6RAX31C1BI75,"Park Lane Finance Solutions, LLC",2025,Official HMDA Data Browser filers API,matched
549300IXP5DNWSGY6F96,"Intrust Bank, National Association",2025,Official HMDA Data Browser filers API,matched
549300IXTSQB6QVVI060,First Bank of Alabama,2025,Official HMDA Data Browser filers API,matched
549300IY6RZNCBF0QZ14,Community National Bank,2023,Official HMDA Data Browser filers API,matched
549300IYKILIU506KA05,PeoplesBank,2023,Official HMDA Data Browser filers API,matched
549300IYR2K45YQJGV33,"Horizon Farm Credit, ACA",2025,Official HMDA Data Browser filers API,matched
549300IZ5GOBKOERL931,Luana Savings Bank,2025,Official HMDA Data Browser filers API,matched
549300J0CKZA0PR2DX58,LINKBANK,2025,Official HMDA Data Browser filers API,matched
549300J1354ZHZC8JP58,Princeton Federal Credit Union,2025,Official HMDA Data Browser filers API,matched
549300J1JK4OE41PLT95,"The Citizens Bank of Philadelphia, Mississippi",2025,Official HMDA Data Browser filers API,matched
549300J327PTWC173F64,FIRST CHOICE,2025,Official HMDA Data Browser filers API,matched
549300J3YLW53W0K4T67,"CENTENNIAL LENDING, LLC",2025,Official HMDA Data Browser filers API,matched
549300J4330IBZ0BBI43,ALL IN FEDERAL CREDIT UNION,2025,Official HMDA Data Browser filers API,matched
549300J59G4M2OH83E71,Sawyer Savings Bank,2025,Official HMDA Data Browser filers API,matched
549300J5W91RLNLMTL86,Adams Community Bank,2025,Official HMDA Data Browser filers API,matched
549300J5XPZQYI2FNC72,TARRANT COUNTY'S CREDIT UNION,2025,Official HMDA Data Browser filers API,matched
549300J5YB46ZKVUNF26,UNIWYO FEDERAL CREDIT UNION,2024,Official HMDA Data Browser filers API,matched
549300J6A8R0TUC01239,Neches Federal Credit Union,2025,Official HMDA Data Browser filers API,matched
549300J6N77Q8OHYNF23,"ENVOY MORTGAGE, LTD",2025,Official HMDA Data Browser filers API,matched
549300J7I82PNDVU8H22,"OCMBC, INC.",2025,Official HMDA Data Browser filers API,matched
549300J7XKT2BI5WX213,"CALIBER HOME LOANS, INC.",2023,Official HMDA Data Browser filers API,matched
549300J8HNLGP2HYNE66,Industrial Bank,2025,Official HMDA Data Browser filers API,matched
549300J8Y8IPQFMMIT88,The Bank of Canton,2025,Official HMDA Data Browser filers API,matched
549300J9E3YDKIBPUY45,Bank Forward,2025,Official HMDA Data Browser filers API,matched
549300JAEP0DFO79JO70,GRANITE FEDERAL CREDIT UNION,2025,Official HMDA Data Browser filers API,matched
549300JBMMNIOX7XU115,BELCO COMMUNITY CREDIT UNION,2024,Official HMDA Data Browser filers API,matched
549300JD1162QW84ZO34,GREENWOOD CREDIT UNION,2025,Official HMDA Data Browser filers API,matched
549300JDDZ5OVOP5E294,Mazuma Credit Union,2025,Official HMDA Data Browser filers API,matched
549300JE6M4A1G4LPS75,The Bank of Missouri,2025,Official HMDA Data Browser filers API,matched
549300JEBULFT3BSU682,Bangor Savings Bank,2025,Official HMDA Data Browser filers API,matched
549300JEHXW73XYX6533,Cattaraugus County Bank,2025,Official HMDA Data Browser filers API,matched
549300JF52QHLC8BF081,Texas State Bank,2025,Official HMDA Data Browser filers API,matched
549300JGK6WNKYXQ0821,ATLANTA POSTAL,2025,Official HMDA Data Browser filers API,matched
549300JGL6C3EZEB8H05,Green Belt Bank & Trust,2024,Official HMDA Data Browser filers API,matched
549300JGMQJ4R419LR70,"LUMENT REAL ESTATE CAPITAL, LLC",2025,Official HMDA Data Browser filers API,matched
549300JI0UWY4QIWDV89,"NORTHPOINT MORTGAGE, INC.",2025,Official HMDA Data Browser filers API,matched
549300JICBJ5KEDP3217,CenterBank,2024,Official HMDA Data Browser filers API,matched
549300JJVGBKK5UE5035,"Advance Financial Group, LLC",2025,Official HMDA Data Browser filers API,matched
549300JK7FP26MG28H96,COMPASS FEDERAL CREDIT UNION,2025,Official HMDA Data Browser filers API,matched
549300JKR164SLNO6Y85,"NATIONS RELIABLE LENDING, LLC",2024,Official HMDA Data Browser filers API,matched
549300JKYBEV1DF8FD32,Banesco USA,2025,Official HMDA Data Browser filers API,matched
549300JKZP45L168QC29,Bank of Gibson City,2025,Official HMDA Data Browser filers API,matched
549300JL3TGNE3Y7PE33,Texas Security Bank,2025,Official HMDA Data Browser filers API,matched
549300JL8NM8DX0AMB96,JONES BANK,2023,Official HMDA Data Browser filers API,matched
549300JLXD89NGKXMS84,"NextMortgage, LLC",2025,Official HMDA Data Browser filers API,matched
549300JMCI45DZ4YNK98,TrustBank,2025,Official HMDA Data Browser filers API,matched
549300JMT2KAYN9PTX82,"Members Mortgage Services, L.L.C.",2025,Official HMDA Data Browser filers API,matched
549300JNTZTF40KCOF79,Republic Bank,2023,Official HMDA Data Browser filers API,matched
549300JNYMHRVCGKK706,FREEDOM,2025,Official HMDA Data Browser filers API,matched
549300JOD3S8ZGZLHP53,"GOOGAIN, INC.",2025,Official HMDA Data Browser filers API,matched
549300JODTD5ROHSII79,Pointbank,2025,Official HMDA Data Browser filers API,matched
549300JOT0D4J0SZIK67,THE MONEY SOURCE INC.,2023,Official HMDA Data Browser filers API,matched
549300JOYC0RUSF9DL04,First State Bank,2024,Official HMDA Data Browser filers API,matched
549300JP8LGXT0Z0S678,"PLAINS LAND BANK, FEDERAL LAND CREDIT ASSOCIATION",2025,Official HMDA Data Browser filers API,matched
549300JPGMCMBEJEK584,DIGITAL,2025,Official HMDA Data Browser filers API,matched
549300JPKIA8GCDBEI29,GULF CREDIT UNION,2025,Official HMDA Data Browser filers API,matched
549300JPRUH645Z90X88,"Interamerican Bank, A FSB",2023,Official HMDA Data Browser filers API,matched
549300JPVHG8M0ADBX36,Riverview Bank,2024,Official HMDA Data Browser filers API,matched
549300JPWAKLM047FK81,Crossroads Bank,2025,Official HMDA Data Browser filers API,matched
549300JQALY53TH22D13,"JONES LANG LASALLE MULTIFAMILY, LLC",2025,Official HMDA Data Browser filers API,matched
549300JQEF6V2RNWCC75,Southern Bancorp Bank,2025,Official HMDA Data Browser filers API,matched
549300JQGT4VX22XJ495,The Ohio Valley Bank Company,2025,Official HMDA Data Browser filers API,matched
549300JRDBJ5RPA6TY76,Holcomb Bank,2025,Official HMDA Data Browser filers API,matched
549300JRDGV1559XM376,"CASTLE & COOKE MORTGAGE, LLC",2025,Official HMDA Data Browser filers API,matched
549300JRSBCJN2HPK893,"PARTNERS UNITED FINANCIAL, LLC",2023,Official HMDA Data Browser filers API,matched
549300JSQZG5CD2LWR30,The Dime Bank,2025,Official HMDA Data Browser filers API,matched
549300JSWMVSCXIPC896,MEMBERS FIRST CREDIT UNION OF FLORIDA,2025,Official HMDA Data Browser filers API,matched
549300JUPH9GRBKWSS23,"PARKSTONE MORTGAGE, LLC",2025,Official HMDA Data Browser filers API,matched
549300JUU7PS6Y4KM909,West-Aircomm Federal Credit Union,2024,Official HMDA Data Browser filers API,matched
549300JVXDPLF4P32H95,Community State Bank,2025,Official HMDA Data Browser filers API,matched
549300JX4XZ2XQAMU684,ASSOCIATED CREDIT UNION OF TEXAS,2025,Official HMDA Data Browser filers API,matched
549300JX8UXNIMMZYW86,"CAPITAL CONCEPTS, INC.",2025,Official HMDA Data Browser filers API,matched
549300JXG84BHZE66C26,Newburyport Five Cents Savings Bank,2025,Official HMDA Data Browser filers API,matched
549300JXWG67QZF4I652,Fifth District Savings Bank,2025,Official HMDA Data Browser filers API,matched
549300JY7AI2T0M8WT17,LAND OF LINCOLN CREDIT UNION,2025,Official HMDA Data Browser filers API,matched
549300JYXTZDSPJEPI44,"PLAZA HOME MORTGAGE, INC.",2025,Official HMDA Data Browser filers API,matched
549300JZD4L02YZI3Z50,NJ LENDERS CORP.,2025,Official HMDA Data Browser filers API,matched
549300K0ZDYG8YJZ3L95,Ponce Bank,2025,Official HMDA Data Browser filers API,matched
549300K1K5K5L0W6QR97,Unity Bank,2025,Official HMDA Data Browser filers API,matched
549300K25LF5SIJKLD23,Gateway Bank,2025,Official HMDA Data Browser filers API,matched
549300K2EV48DVSYNV15,Home Federal Bank,2025,Official HMDA Data Browser filers API,matched
549300K2JM6ID3V5LO24,First South Financial Federally Insured State-Chartered Credit Union,2025,Official HMDA Data Browser filers API,matched
549300K31SPZG5JQ7275,Spring Hill State Bank,2025,Official HMDA Data Browser filers API,matched
549300K35KPBBS2J9A28,Peoples National Bank of Kewanee,2025,Official HMDA Data Browser filers API,matched
549300K3JILC7UMYWR39,Hiawatha National Bank,2025,Official HMDA Data Browser filers API,matched
549300K3SVNVK97FCP36,Metairie Bank & Trust Company,2023,Official HMDA Data Browser filers API,matched
549300K3VE61PXPZDV51,"J. VIRGIL, INC.",2025,Official HMDA Data Browser filers API,matched
549300K4ZLGS7SRDTL86,Equity Prime Mortgage LLC,2025,Official HMDA Data Browser filers API,matched
549300K5OUR2FD1NV703,"BHOME MORTGAGE, LLC",2024,Official HMDA Data Browser filers API,matched
549300K5R2UQGSNVT989,SAN FRANCISCO FEDERAL CREDIT UNION,2025,Official HMDA Data Browser filers API,matched
549300K5SWOZ1F2OHY48,Equitable Bank,2023,Official HMDA Data Browser filers API,matched
549300K5UMNILYHPS895,"DIVVY HOME LOANS, LLC",2023,Official HMDA Data Browser filers API,matched
549300K6I4IZA57BON59,Community State Bank,2025,Official HMDA Data Browser filers API,matched
549300K6K2IS7FRS7S09,"North American Savings Bank, F.S.B.",2025,Official HMDA Data Browser filers API,matched
549300K6L4VXCXWN4205,ORNL,2025,Official HMDA Data Browser filers API,matched
549300K6MDR5BGOE0B97,ALABAMA CENTRAL,2025,Official HMDA Data Browser filers API,matched
549300K7224BC1IAX207,MIDFLORIDA,2025,Official HMDA Data Browser filers API,matched
549300K77IQXQEIYGA47,BRIDGE CITY STATE BANK,2025,Official HMDA Data Browser filers API,matched
549300K77JMKPUYBOI69,International Bank of Commerce,2025,Official HMDA Data Browser filers API,matched
549300K9D373DH6LF245,Freedom Bank,2025,Official HMDA Data Browser filers API,matched
549300KBCEYCLANGUM06,PacWest Funding Inc.,2023,Official HMDA Data Browser filers API,matched
549300KBWX4NV5Q1E376,"NVR Mortgage Finance, Inc.",2025,Official HMDA Data Browser filers API,matched
549300KCR7QWQQCWBG94,Reliabank Dakota,2024,Official HMDA Data Browser filers API,matched
549300KCWMM5PJHWO653,"AURGROUP FINANCIAL CREDIT UNION, INC.",2025,Official HMDA Data Browser filers API,matched
549300KDDWLC5I8K6C44,ORANGE COUNTY'S CREDIT UNION,2025,Official HMDA Data Browser filers API,matched
549300KDR80I1ELW8D36,"AgWest Farm Credit, FLCA",2025,Official HMDA Data Browser filers API,matched
549300KDVJICP5T5BD05,DEL-ONE FEDERAL CREDIT UNION,2025,Official HMDA Data Browser filers API,matched
549300KEFLY2A00BLQ60,Flint Community Bank,2025,Official HMDA Data Browser filers API,matched
549300KEN9618A3NSC95,Trax Federal Credit Union,2025,Official HMDA Data Browser filers API,matched
549300KER3YVZ3U5RK57,VERIDIAN CREDIT UNION,2025,Official HMDA Data Browser filers API,matched
549300KEXKSBTXDVT278,First Oklahoma Bank,2025,Official HMDA Data Browser filers API,matched
549300KGE82WIZC87Y08,JEANNE D'ARC Credit Union,2023,Official HMDA Data Browser filers API,matched
549300KGMXCXMVC0BO47,FREEDOM FIRST Federal Credit Union,2025,Official HMDA Data Browser filers API,matched
549300KH5RQTNDNNHM28,The First National Bank of Carmi,2025,Official HMDA Data Browser filers API,matched
549300KHXD7JSQUZIJ22,"HIGHLANDS RESIDENTIAL MORTGAGE, LTD.",2025,Official HMDA Data Browser filers API,matched
549300KI5WZF5PXKAF12,Metro Bank,2024,Official HMDA Data Browser filers API,matched
549300KILAW2M87QR043,INDIANA STATE UNIVERSITY FEDERAL CREDIT UNION,2025,Official HMDA Data Browser filers API,matched
549300KIOYNU323LVJ37,AMERICAN PACIFIC MORTGAGE CORPORATION,2025,Official HMDA Data Browser filers API,matched
549300KJ8PAJ7E52HG32,Plains Commerce Bank,2025,Official HMDA Data Browser filers API,matched
549300KJAE0JN2Z6YV76,Great Southern Bank,2025,Official HMDA Data Browser filers API,matched
549300KJI3KX8KY2FG10,Hilltop National Bank,2025,Official HMDA Data Browser filers API,matched
549300KJKBXR3PD3QQ56,RAPID MORTGAGE COMPANY,2025,Official HMDA Data Browser filers API,matched
549300KJZ82173UB3I21,City National Bank of West Virginia,2025,Official HMDA Data Browser filers API,matched
549300KKOHQFSTKHSN59,TEXAS TRUST,2025,Official HMDA Data Browser filers API,matched
549300KL7MLR63WYCF68,Valley Central Bank,2023,Official HMDA Data Browser filers API,matched
549300KLBHBLTPBU7507,"El Dorado Savings Bank, F.S.B.",2025,Official HMDA Data Browser filers API,matched
549300KLIO6FT2J64B78,Security State Bank & Trust,2025,Official HMDA Data Browser filers API,matched
549300KM0M1BH7LBWW77,Patriot Bank,2025,Official HMDA Data Browser filers API,matched
549300KM40FP4MSQU941,Boeing Employees Credit Union,2025,Official HMDA Data Browser filers API,matched
549300KNDTHPORJI2O79,"ANCHOR NATIONWIDE LOANS, LLC",2025,Official HMDA Data Browser filers API,matched
549300KNV94E4Y2HSK54,Tri-County Bank,2023,Official HMDA Data Browser filers API,matched
549300KNZ6E1MM7RQQ04,Clear Mountain Bank,2024,Official HMDA Data Browser filers API,matched
549300KOAKQX3BEWWT56,"CLM MORTGAGE, INC.",2025,Official HMDA Data Browser filers API,matched
549300KOEN7O8EYN8207,First State Bank,2025,Official HMDA Data Browser filers API,matched
549300KOLMR4MSUXQS86,The National Bank of Coxsackie,2025,Official HMDA Data Browser filers API,matched
549300KP95LHU8OP0H40,"VAL-CHRIS INVESTMENTS, INC.",2025,Official HMDA Data Browser filers API,matched
549300KPBZCTMM3Y0061,NASA Federal Credit Union,2025,Official HMDA Data Browser filers API,matched
549300KPFP1WXCNBNR50,KANZA Bank,2024,Official HMDA Data Browser filers API,matched
549300KPHGEE40YQXO21,FARMERS INSURANCE GROUP FEDERAL CREDIT UNION,2025,Official HMDA Data Browser filers API,matched
549300KQHWNSVCE2MY88,"SIRVA MORTGAGE, INC.",2025,Official HMDA Data Browser filers API,matched
549300KQQRECSLK8ID57,"STAUNTON FINANCIAL, INC.",2025,Official HMDA Data Browser filers API,matched
549300KR4ZW8KJC82O47,Community First National Bank,2025,Official HMDA Data Browser filers API,matched
549300KRHOMDHAKS8L29,SHARONVIEW FEDERAL CREDIT UNION,2025,Official HMDA Data Browser filers API,matched
549300KRZPD4CJ340L77,Sunwest Bank,2025,Official HMDA Data Browser filers API,matched
549300KSOOZZVXCMA627,ANGEL OAK MORTGAGE SOLUTIONS LLC,2025,Official HMDA Data Browser filers API,matched
549300KST6N97GYH0O45,Susser Bank,2025,Official HMDA Data Browser filers API,matched
549300KT5OWPGQKWUN86,"SEMPER HOME LOANS, INC",2025,Official HMDA Data Browser filers API,matched
549300KTBKVRBY302A16,"Bank of Hillsboro, National Association",2025,Official HMDA Data Browser filers API,matched
549300KTI1WVD92EAK75,Farmers State Bank of Hoffman,2025,Official HMDA Data Browser filers API,matched
549300KTR1JGH3K6LU06,Bethpage Federal Credit Union,2025,Official HMDA Data Browser filers API,matched
549300KTSX5SM2W0VV58,Crossroads Bank,2024,Official HMDA Data Browser filers API,matched
549300KUBRH1GICTLI84,NEW HAMPSHIRE,2024,Official HMDA Data Browser filers API,matched
549300KUIZTYQRC0R888,Heritage Bank National Association,2025,Official HMDA Data Browser filers API,matched
549300KUYF5QOROM7N37,ESL Federal Credit Union,2025,Official HMDA Data Browser filers API,matched
549300KV83NH6PNL5E48,Westfield Bank,2025,Official HMDA Data Browser filers API,matched
549300KW3HYVC06WS898,Paramount Bank,2025,Official HMDA Data Browser filers API,matched
549300KW705BBINDIZ26,TIB National Association,2025,Official HMDA Data Browser filers API,matched
549300KWKWPEKL40WD44,AMERICAN FEDERAL MORTGAGE CORPORATION,2025,Official HMDA Data Browser filers API,matched
549300KWXO8FUM7L0E14,Liberty Bank,2025,Official HMDA Data Browser filers API,matched
549300KX2KT8MOAS5Q71,"State Bank of the Lakes, N.A.",2025,Official HMDA Data Browser filers API,matched
549300KX4S1573HISS22,OAKTREE FUNDING CORP.,2025,Official HMDA Data Browser filers API,matched
549300KX6E1IE2LM5E30,"FLYHOMES MORTGAGE, LLC",2025,Official HMDA Data Browser filers API,matched
549300KXIFQ7HCW3FR89,Andrew Johnson Bank,2025,Official HMDA Data Browser filers API,matched
549300KY533JFETOYG46,Landmark Credit Union,2025,Official HMDA Data Browser filers API,matched
549300KZ4HZESXAO1M36,,,Official HMDA Data Browser filers API,unmatched
549300KZC4KKV3F7W494,BAY,2025,Official HMDA Data Browser filers API,matched
549300KZRQ03T8H2Y769,Community Trust Credit Union,2025,Official HMDA Data Browser filers API,matched
549300KZVCKCUN23YY80,Consolidated Federal Credit Union,2025,Official HMDA Data Browser filers API,matched
549300KZVNU4UKZSWD59,CANTON SCHOOL EMPLOYEES Federal Credit Union,2023,Official HMDA Data Browser filers API,matched
549300L0KQ09W67V4228,Ennis State Bank,2025,Official HMDA Data Browser filers API,matched
549300L0RZ1NED0NV967,Citizens Bank & Trust Company,2023,Official HMDA Data Browser filers API,matched
549300L1DBFIJZI8LA40,"ACOPIA, LLC",2025,Official HMDA Data Browser filers API,matched
